Unnamed: 0,帖子id,评论用户id,评论用户名,评论者是否认证,评论id,评论时间,评论内容,评论点赞数,评论子回复数,评论翻译,情感结果,情感得分
261,3.64682e+18,8290371734,melodywoo_xx,False,1.80106e+16,2025-06-04 11:49:34,They need to urgently build a bigger stadium 😂,2,0,他们急需建一个更大的体育场😂,negative,0.2
262,3.64682e+18,74819829315,crfx0804,False,1.80563e+16,2025-06-04 11:38:43,期待樊振东❤️❤️❤️,0,0,期待樊振东❤️❤️❤️,positive,0.95
263,3.64682e+18,6153162075,kali_zeng,False,1.80706e+16,2025-06-04 11:38:21,"@fanzhendong9248 Please enjoy your time ,enjoy your game, sincerely thanks for you keep going in tennis world 🫶🫶",0,0,@范振东9248 请享受你的时光，享受你的比赛，由衷感谢你坚持在网球世界里 🫶🫶,positive,0.95
264,3.64682e+18,69774707704,bellaliu527,False,1.80823e+16,2025-06-04 11:35:23,期待樊振东！！重返国际赛场,0,0,期待樊振东！！重返国际赛场,positive,0.9
265,3.64682e+18,57484646694,ffrain108,False,1.80723e+16,2025-06-04 11:15:32,Cannot wait to watch the matches 🎉🎉🎉,0,0,迫不及待想看比赛了 🎉🎉🎉,positive,0.95
266,3.64682e+18,1058221039,youchincyan,False,1.80817e+16,2025-06-04 11:12:26,👏樊振东,0,0,👏樊振东,positive,0.95
267,3.64682e+18,58717850393,shencaijingcookieann,False,1.81204e+16,2025-06-04 11:06:48,好的好的知道啦😎萨尔布吕肯是吧？我会去的,0,0,好的好的知道啦😎萨尔布吕肯是吧？我会去的,positive,0.75
268,3.64682e+18,62594252934,sandyzhang2010,False,1.80532e+16,2025-06-04 10:53:26,We can't wait to watch FZD's game in Germany Club.,0,0,我们迫不及待地想在德国俱乐部观看FZD的比赛了。,positive,0.9
269,3.64682e+18,69780922839,joycenan9,False,1.80615e+16,2025-06-04 10:43:02,很开心，我也是要追德甲的人了，必胜呀，祝樊振东欧洲冒险之旅一切顺利💙,12,0,很开心，我也是要追德甲的人了，必胜呀，祝樊振东欧洲冒险之旅一切顺利💙,positive,0.9
270,3.64682e+18,69780922839,joycenan9,False,1.80405e+16,2025-06-04 10:40:23,👏👏👏🔥🔥🔥,0,0,👏👏👏🔥🔥🔥,positive,0.95
271,3.64682e+18,16162193727,vicky_weis25,False,1.80943e+16,2025-06-04 10:33:15,can't wait！！！👏,1,0,迫不及待了！！！👏,positive,0.95
272,3.64682e+18,70187903098,scofieldcat,False,1.80404e+16,2025-06-04 10:30:42,Proud of FZD🔥🔥🔥🔥He is legend！,5,1,为FZD感到骄傲🔥🔥🔥🔥他是传奇！,positive,0.95
273,3.64682e+18,16162193727,vicky_weis25,False,1.80699e+16,2025-06-04 10:29:29,🔥🔥🔥,0,0,🔥🔥🔥,positive,0.95
274,3.64682e+18,70133877859,hyan0801,False,1.78811e+16,2025-06-04 10:22:14,期待樊振东❤️❤️❤️❤️,0,0,期待樊振东❤️❤️❤️❤️,positive,0.95
275,3.64682e+18,58011123304,jessicajiang_iceprincess,False,1.80973e+16,2025-06-04 10:11:16,Appreciate！,0,0,感谢！,positive,0.95
276,3.64682e+18,41130755629,helent0316,False,1.78847e+16,2025-06-04 10:01:48,Get ready for an early release schedule for visa processing😍,3,0,签证处理即将提前开放，好激动😍,positive,0.95
277,3.64682e+18,58510858596,lihui1050,False,1.79069e+16,2025-06-04 09:59:55,Can't wait to see the match ❤️🔥🔥,2,0,迫不及待想看比赛了 ❤️🔥🔥,positive,0.95
278,3.64682e+18,32280997,callielaiii,False,1.81655e+16,2025-06-04 09:59:41,❤️,0,0,❤️,positive,0.99
279,3.64682e+18,70336169981,normi52fs,False,1.83525e+16,2025-06-04 09:59:19,Fan Z.D.  Fantastic👏👏👏,2,0,范智丹，太棒了👏👏👏,positive,0.95
280,3.64682e+18,57244268816,yisuchiu,False,1.79343e+16,2025-06-04 09:48:46,先把食堂改造一下，确保东哥吃饱吃好！,0,0,先把食堂改造一下，确保东哥吃饱吃好！,positive,0.75
281,3.64682e+18,226552277,7estela_,False,1.80739e+16,2025-06-04 09:47:23,❤️❤️❤️❤️❤️❤️,2,0,❤️❤️❤️❤️❤️❤️,positive,0.99
282,3.64682e+18,62984811513,enshun1998,False,1.79461e+16,2025-06-04 09:46:33,万里飞腾仍有路，莫愁四海正风尘。樊振东加油👏👏,1,0,万里飞腾仍有路，莫愁四海正风尘。樊振东加油👏👏,positive,0.95
283,3.64682e+18,66728989957,jenniewen061,False,1.80697e+16,2025-06-04 09:46:27,fighting,0,0,加油！,positive,0.9
284,3.64682e+18,69745750663,ferryspicy,False,1.78696e+16,2025-06-04 09:46:17,so excited！,0,0,好激动！,positive,0.95
285,3.64682e+18,58644166005,fan_tt_0122,False,1.79674e+16,2025-06-04 09:33:41,GO GO FANZHENDONG LET'S GO 🎉🎉🎉,2,0,加油范振东，冲鸭 🎉🎉🎉,positive,0.95
286,3.64682e+18,74409205989,katrinachangle4,False,1.80859e+16,2025-06-04 09:30:29,看出来了你真的很开心！我们也是！为樊振东骄傲,19,0,看出来了你真的很开心！我们也是！为樊振东骄傲,positive,0.95
287,3.64682e+18,29886892359,shanshan9247,False,1.80606e+16,2025-06-04 09:27:16,期待,2,0,期待,positive,0.7
288,3.64682e+18,58644166005,fan_tt_0122,False,1.80654e+16,2025-06-04 09:23:33,"i'm going to apply a 10-days Germany visa from 8/21 to 8/30, may i know if the date of FAN's first show confirmed? i do really want to support him for this new adventure🎉😍💯❤️🥰",11,0,我打算8月21号到8月30号申请德国签证，请问FAN第一次演出的日期确定了吗？我真的想为他这次新的冒险加油打气🎉😍💯❤️🥰,positive,0.92
289,3.64682e+18,4032777358,vvilllkook,False,1.8044e+16,2025-06-04 08:50:54,Fanzhendong🔥🔥🔥let’s goooo,2,0,范振东🔥🔥🔥冲鸭！,positive,0.95
290,3.64682e+18,69990223279,irismolly2024,False,1.79033e+16,2025-06-04 07:59:26,fzd 加油❤️❤️❤️,1,0,fzd 加油❤️❤️❤️,positive,0.95
291,3.64682e+18,53179366990,min_0722hhh,False,1.80593e+16,2025-06-04 07:41:41,Best player ever. FZD,1,0,史上最佳球员。FZD,positive,0.95
292,3.64682e+18,1511615378,lllionettt,False,1.80698e+16,2025-06-04 07:16:04,Can’t wait for the new season to begin 🔥🔥🔥🔥,3,1,迫不及待地想开始新一季了 🔥🔥🔥🔥,positive,0.95
293,3.64682e+18,54677348373,imharuno,False,1.80774e+16,2025-06-04 06:50:08,樊振东❤️🙌🔥👏😍,0,0,樊振东❤️🙌🔥👏😍,positive,0.95
294,3.64682e+18,4519962492,aurelieyeyeyaya,False,1.81682e+16,2025-06-04 05:56:20,Regarding the match,0,0,关于比赛,neutral,0.5
295,3.64682e+18,7499138377,yu.mingying,False,1.80661e+16,2025-06-04 05:56:02,Wann können wir Ticket kaufen?🙌🙌,2,1,我们什么时候可以买票？🙌🙌,neutral,0.5
296,3.64682e+18,206304575,ilja.rossbander,False,1.80308e+16,2025-06-04 05:19:58,"Aber ist er dann richtig fest und langfristig in Deutschland oder nur immer mal wieder unregelmäßig zu Gast? 
Spielt er regelmäßig oder nur ab und zu? Werde ich ihn spielen sehen wenn ich zum Werder/Saarbrücken Spiel fahre?",1,1,"但是他之后是真正地、长期地在德国踢球，还是只是时不时地来德国客串？
他是否经常上场比赛，还是只是偶尔上场？如果我去现场看不莱梅/萨尔布吕肯的比赛，我能看到他踢球吗？",neutral,0.5
297,3.64682e+18,32353551639,carrie258036,False,1.78858e+16,2025-06-04 05:00:55,你好爱他😍,0,0,你好爱他😍,positive,0.95
298,3.64682e+18,1391441070,wwyichenww,False,1.80754e+16,2025-06-04 04:06:17,When will next season start? 😍,2,2,下一季什么时候开始？😍,neutral,0.5
299,3.64682e+18,3257784761,hikookkook,False,1.80233e+16,2025-06-04 02:32:11,👏👏👏,0,0,👏👏👏,positive,0.95
300,3.64682e+18,4700763829,ryeyer_tinna,False,1.84997e+16,2025-06-04 02:02:49,Is it too late now to join the FCS membership?😍😍😍,0,0,现在加入FCS会员还来得及吗？😍😍😍,positive,0.95
301,3.64682e+18,2381904689,elkeelli,False,1.81374e+16,2025-06-04 01:58:13,Was kostet er so?,3,1,大概多少钱？,neutral,0.5
302,3.64682e+18,3195080421,raylsonamarante,False,1.8117e+16,2025-06-04 01:32:35,Fzd is back 🙅🏻‍♂️,2,1,Fzd 回来了 🙅🏻‍♂️,neutral,0.5
303,3.64682e+18,47296918162,robertschulze535,False,1.851e+16,2025-06-04 01:19:58,Fehlt noch ma long,5,1,还差一条长裤。,neutral,0.5
304,3.64682e+18,69981336470,selfseizing_stars,False,1.79133e+16,2025-06-04 01:00:35,👏👏👏,1,0,👏👏👏,positive,0.95
305,3.64682e+18,355567832,xxxhoric,False,1.81707e+16,2025-06-04 00:29:54,can't wait🔥🔥🔥,1,1,迫不及待了🔥🔥🔥,positive,0.95
306,3.64682e+18,2691131557,shirleyyyyyw_,False,1.79273e+16,2025-06-04 00:10:26,🔥🔥🔥,1,1,🔥🔥🔥,positive,0.95
307,3.64682e+18,379743578,shuyan_q,False,1.79211e+16,2025-06-04 00:09:44,when can we see the schedule so I can arrange a trip,34,1,什么时候能看到时间表，这样我好安排行程。,neutral,0.5
308,3.64682e+18,64372862818,korina_yyy,False,1.80575e+16,2025-06-03 23:59:34,fzd the best❤️❤️❤️,1,0,fzd 最棒啦❤️❤️❤️,positive,0.95
309,3.64682e+18,51691902922,amberll_dd,False,1.80905e+16,2025-06-03 23:45:55,🔥🔥🔥,1,1,🔥🔥🔥,positive,0.95
310,3.64682e+18,69774430662,xerolon6,False,1.80348e+16,2025-06-03 23:39:14,I want to know how to buy jerseys.😍😍,2,1,我想知道怎么买球衣。😍😍,neutral,0.5
311,3.64682e+18,1948289624,guiggsun,False,1.78535e+16,2025-06-03 23:30:49,Congratulations 🙌🏻 you got the best player FAN Zhendong!👏,27,1,恭喜你，你获得了最棒的选手樊振东！👏,positive,0.95
312,3.64682e+18,55614032132,yc_yan0901,False,1.79182e+16,2025-06-03 23:26:56,FZD🥹🥹🥹finally!!!,1,1,FZDesign🥹🥹🥹终于！！！,positive,0.95
313,3.64682e+18,5052723,joannayeung_102,False,1.79498e+16,2025-06-03 23:24:35,Where can we get the tickets?,0,0,我们可以在哪里买票？,neutral,0.5
314,3.64682e+18,1183413780,iamivy_j,False,1.80527e+16,2025-06-03 23:14:15,🔥🔥🔥,0,0,🔥🔥🔥,positive,0.95
315,3.64682e+18,50305579125,bellaleung2021,False,1.78873e+16,2025-06-03 23:03:54,FZD 😍,1,1,FZD 😍,positive,0.95
316,3.64682e+18,58148884264,tommy.2009_4,False,1.83932e+16,2025-06-03 23:02:18,Was ist mit Truls ?,1,5,Truls 怎么样了？,neutral,0.5
317,3.64682e+18,1789238426,cci.lee,False,1.80878e+16,2025-06-03 23:00:47,东哥加油！！！！👏👏👏,22,1,东哥加油！！！！👏👏👏,positive,0.95
318,3.64682e+18,3894457967,_cuiyijing_,False,1.83939e+16,2025-06-03 22:41:31,樊振东❤️❤️❤️❤️❤️,26,0,樊振东❤️❤️❤️❤️❤️,positive,0.95
319,3.64682e+18,4162572394,maylee5354,False,1.80668e+16,2025-06-03 22:32:34,👏👏👏👏👏,1,0,👏👏👏👏👏,positive,0.95
320,3.64682e+18,3878910950,jona.nev,False,1.80124e+16,2025-06-03 22:28:48,Und Truls ?,1,2,还有特鲁尔斯呢？,neutral,0.5
321,3.64682e+18,2881069334,jokrauss72,False,1.81019e+16,2025-06-03 21:59:07,Next Level 🔥 ein große Bereicherung für die Bundesliga !,7,1,下一级别🔥 德甲的巨大财富！,positive,0.85
322,3.66983e+18,52256436312,29.48437393,False,1.78646e+16,2025-08-25 06:07:44,😍😍期待樊振东的德甲之旅,0,0,😍😍期待樊振东的德甲之旅,positive,0.95
323,3.66983e+18,704523540,lilingxi333,False,1.80719e+16,2025-08-07 19:59:04,樊振东❤️❤️❤️❤️🔥🔥🔥,0,0,樊振东❤️❤️❤️❤️🔥🔥🔥,positive,0.95
324,3.66983e+18,51743330788,yan_li2022,False,1.8063e+16,2025-08-01 20:31:46,樊振东加油💪在洛奧再來一场人声鼎沸的比賽🔥🔥🔥,0,0,樊振东加油💪在洛奧再來一场人声鼎沸的比賽🔥🔥🔥,positive,0.95
325,3.66983e+18,62582196620,natureee0616,False,1.80336e+16,2025-07-29 21:00:39,期待,0,0,期待,positive,0.7
326,3.66983e+18,69768851951,lindun18,False,1.8318e+16,2025-07-28 14:09:18,樊振东，德甲见！,0,0,樊振东，德甲见！,positive,0.7
327,3.66983e+18,75452159133,rjzhongduyilai,False,1.8001e+16,2025-07-25 03:11:04,👏👏👏👏永远支持樊振东,0,0,👏👏👏👏永远支持樊振东,positive,0.95
328,3.66983e+18,1385930694,alice_240801,False,1.80863e+16,2025-07-22 00:57:06,We love this Panda！,0,0,我们爱这只熊猫！,positive,0.95
329,3.66983e+18,70343857039,fan_zhendong_97,False,1.85166e+16,2025-07-18 18:42:17,期待樊振东精彩比赛👏,0,0,期待樊振东精彩比赛👏,positive,0.9
330,3.66983e+18,65055354839,zhaoxixiya8,False,1.79728e+16,2025-07-18 14:27:32,期待咚咚🥰,0,0,期待咚咚🥰,positive,0.9
331,3.66983e+18,57638291362,arrows_n11,False,1.80705e+16,2025-07-18 00:54:26,"I’m coming, dong dong 🥰",0,0,我来了，咚咚 🥰,positive,0.9
332,3.66983e+18,17935645026,xqq1008,False,1.85155e+16,2025-07-17 21:06:38,咚咚太棒啦 开开心心走之后的路🥰,0,0,咚咚太棒啦 开开心心走之后的路🥰,positive,0.95
333,3.66983e+18,62799144316,tinaa_a2323,False,1.80776e+16,2025-07-14 23:55:36,May I know if Fan Zhendong will play in the away game in Bremen on Oct 5th? Thanks a lot!❤️,0,0,我想知道樊振东10月5日是否会参加在不莱梅的客场比赛？非常感谢！❤️,neutral,0.5
334,3.66983e+18,2274958660,ednacy1335,False,1.78984e+16,2025-07-14 21:26:56,期待我们振动！！！,0,0,期待我们振动！！！,positive,0.95
335,3.66983e+18,8785893760,mingying.su,False,1.8045e+16,2025-07-14 07:37:18,享受乒乓🏓,0,0,享受乒乓🏓,positive,0.9
336,3.66983e+18,70324738954,janelynn1227,False,1.79394e+16,2025-07-13 23:59:55,Can not wait 🥰,0,0,迫不及待啦 🥰,positive,0.95
337,3.66983e+18,60039837269,luckydear809,False,1.80861e+16,2025-07-12 01:31:26,期待樊振东的每一场比赛,0,0,期待樊振东的每一场比赛,positive,0.9
338,3.66983e+18,4775569895,xu8623,False,1.80628e+16,2025-07-11 19:11:13,Looking forward to this season’s match. Waiting to see our Olympic champion Fan Zhen Dong’s match in saarbrucken 👏👏,0,0,期待这个赛季的比赛。迫不及待想在萨尔布吕肯看我们的奥运冠军樊振东比赛了 👏👏,positive,0.95
339,3.66983e+18,70289666973,caomuya_forest,False,1.84006e+16,2025-07-10 21:54:37,😍😍😍,0,0,哇塞，太棒了！,positive,0.95
340,3.66983e+18,66358343356,liviaholahola,False,1.80742e+16,2025-07-10 20:18:53,Wenn ich nur beim Spiel dabei sein könnte!,0,0,如果我能参加比赛就好了！,positive,0.75
341,3.66983e+18,70149205126,yurongrong01,False,1.78729e+16,2025-07-10 16:48:28,樊振东,0,0,樊振东,neutral,0.5
342,3.66983e+18,75216136496,pandafromsaturn,False,1.8149e+16,2025-07-10 12:54:43,移民德国算了，代表德国拿一次冠军多有意思😊,0,0,移民德国算了，代表德国拿一次冠军多有意思😊,positive,0.85
343,3.66983e+18,48731748470,hthta976,False,1.80653e+16,2025-07-09 23:50:10,希望东哥一直开心享受比赛！,0,0,希望东哥一直开心享受比赛！,positive,0.9
344,3.66983e+18,62097521072,lorraine08122,False,1.83027e+16,2025-07-09 10:17:42,樊振东，德甲见,0,0,樊振东，德甲见,positive,0.7
345,3.66983e+18,69984736187,yuling1133,False,1.78433e+16,2025-07-08 21:57:07,樊振东德甲一切顺利🥰,0,0,樊振东德甲一切顺利🥰,positive,0.95
346,3.66983e+18,71424831419,ya.ying.zhang,False,1.80993e+16,2025-07-08 21:08:18,Wir freuen uns auch sehr auf sein Bundesliga-Debüt!🔥🚀🏓🎉,0,0,我们也十分期待他的德甲首秀！🔥🚀🏓🎉,positive,0.92
347,3.66983e+18,75533921473,nancysun0122,False,1.80336e+16,2025-07-08 17:56:52,樊振东天天开心,0,0,樊振东天天开心,positive,0.95
348,3.66983e+18,4196917273,wydsally_hh,False,1.80221e+16,2025-07-08 00:22:43,Wird Herr Fan an dem Auswärtsspiel gegen Bremen am 05.10 teilnehmen？ Danke in voraus!,0,1,范先生会参加10月5日客场对阵不莱梅的比赛吗？ 谢谢！,neutral,0.5
349,3.66983e+18,70223486652,mac_xuanlan242845,False,1.81065e+16,2025-07-07 22:44:36,支持我东哥👏🏻,0,0,支持我东哥👏🏻,positive,0.95
350,3.66983e+18,55705255130,b612liangtiantian,False,1.8083e+16,2025-07-07 18:20:26,Hey there! Just wondering—why can’t I choose VIP tickets when buying single-match tickets? How do I actually get them? 😊,0,0,嘿，想问一下——为什么买单场比赛门票的时候不能选择VIP票？我应该怎么才能买到它们呢？😊,neutral,0.5
351,3.66983e+18,56368559273,47tongmy,False,1.81313e+16,2025-07-07 17:28:39,🙌🙌🙌,0,0,🙌🙌🙌,positive,0.95
352,3.66983e+18,2008668292,kettylong_bags,False,1.80694e+16,2025-07-07 17:06:50,See you on 31.08 in Saarbrücken 👏😍,2,0,8月31日在萨尔布吕肯见！👏😍,positive,0.95
353,3.66983e+18,69977756596,vanessazhao9248,False,1.8023e+16,2025-07-07 15:43:09,Please look after our superstar FZD! Looking forward to see his first show in Germany! 👏👏👏,1,0,请多多关照我们的超级巨星FZD！期待在德国看他的首场演出！👏👏👏,positive,0.95
354,3.66983e+18,13596150791,labuladuooo,False,1.80777e+16,2025-07-07 01:07:58,㊗️樊振东一切顺利！,0,0,㊗️樊振东一切顺利！,positive,0.95
355,3.66983e+18,69768796572,bieguanwo187,False,1.80727e+16,2025-07-07 00:18:44,期待樊振东,0,0,期待樊振东,positive,0.95
356,3.66983e+18,32786481667,liekkas_mm,False,1.78545e+16,2025-07-07 00:09:31,期待东东,0,0,期待东东,positive,0.75
357,3.66983e+18,74846726525,pandahi0804,False,1.79722e+16,2025-07-06 23:07:19,胖胖加油🥰,0,0,胖胖加油🥰,positive,0.95
358,3.66983e+18,1416178628,momicky0610,False,1.81216e+16,2025-07-06 23:05:53,❤️❤️❤️樊振东德甲首秀🔥🔥🔥,0,0,❤️❤️❤️樊振东德甲首秀🔥🔥🔥,positive,0.95
359,3.66983e+18,2008668292,kettylong_bags,False,1.80442e+16,2025-07-06 21:58:32,Can't wait to see Fzd play in Germany 👏🙌🙌🔥❤️,3,0,迫不及待想看Fzd在德国比赛了👏🙌🙌🔥❤️,positive,0.95
360,3.66983e+18,2230719136,nine.zehao_9,False,1.78786e+16,2025-07-06 18:49:13,FAN Zhendong🔥🔥,0,0,樊振东🔥🔥,positive,0.95
361,3.66983e+18,542507848,wssunjiewei,False,1.7876e+16,2025-07-06 18:01:00,东哥好帅,0,0,东哥好帅,positive,0.95
362,3.66983e+18,69786810735,gddan1003,False,1.79389e+16,2025-07-06 17:44:42,i love dongdong,0,0,我爱东东。,positive,0.95
363,3.66983e+18,51244669057,yzhangcarol1111,False,1.79264e+16,2025-07-06 17:33:37,小肥适合蓝色呢,0,0,小肥适合蓝色呢,positive,0.75
364,3.66983e+18,13630092966,pppppph09,False,1.80851e+16,2025-07-06 17:24:52,cute😍,0,0,可爱😍,positive,0.95
365,3.66983e+18,60176495469,wangzhu0528,False,1.79349e+16,2025-07-06 16:48:07,期待东东🥰🥰🥰,0,0,期待东东🥰🥰🥰,positive,0.95
366,3.66983e+18,57120051016,muningxue620,False,1.79273e+16,2025-07-06 16:41:40,🥰🥰🥰,0,0,🥰🥰🥰,positive,0.99
367,3.66983e+18,70133877859,hyan0801,False,1.80077e+16,2025-07-06 15:55:39,东东太可爱啦👏期待德甲之旅,0,0,东东太可爱啦👏期待德甲之旅,positive,0.95
368,3.66983e+18,32168759390,r1t4.xu,False,1.79114e+16,2025-07-06 13:44:15,加油樊振东👏👏,0,0,加油樊振东👏👏,positive,0.95
369,3.66983e+18,3937880,evaxueyi,False,1.8069e+16,2025-07-06 13:09:57,Will Fan Zhendong be fielded in your away matches against Fulda on September 22 and Werder Bremen on October 5?  Plsssss let me know if it's already decided...cuz it's extremely important for us to arrange our work and trip in advance... thank you soooo much.,4,2,樊振东会在9月22日客场对阵富尔达以及10月5日对阵维尔德不来门的时候出场吗？拜托告诉我是否已经决定了……因为我们必须提前安排工作和行程……非常感谢。,neutral,0.5
370,3.66983e+18,365536409,wongws_0726,False,1.82768e+16,2025-07-06 13:06:10,❤️❤️,0,0,❤️❤️,positive,0.99
371,3.66983e+18,4744565544,jialiii_chen,False,1.79724e+16,2025-07-06 12:29:07,🔥🔥🔥 I'm very very very looking forward to Fan Zhendong.,0,0,🔥🔥🔥 我非常非常非常期待樊振东。,positive,0.95
372,3.66983e+18,74834858882,najkk0304,False,1.80928e+16,2025-07-06 12:23:58,Looking forward to FZD,0,0,期待FZD,positive,0.9
373,3.66983e+18,40024066704,macallan1996,False,1.82897e+16,2025-07-06 10:21:08,🙌,0,0,双手合十,neutral,0.5
374,3.66983e+18,42138505,doraluk,False,1.84823e+16,2025-07-06 09:32:26,"Just go for it , all the best ! 🙌❤️",0,0,加油，祝一切顺利！🙌❤️,positive,0.95
375,3.66983e+18,69804000703,wangyi4515,False,1.80498e+16,2025-07-06 08:13:09,期待赛场🥰🥰🥰,0,0,期待赛场🥰🥰🥰,positive,0.95
376,3.66983e+18,5916656707,jianada0,False,1.81383e+16,2025-07-06 05:16:08,fanzhendong's favorite blue🔵,0,0,樊振东最喜欢的蓝色🔵,positive,0.75
377,3.66983e+18,5726995840,prod.nikki.cage,False,1.78429e+16,2025-07-06 04:37:23,🐐,0,0,🐐,neutral,0.5
378,3.66983e+18,70122471652,huang.yingh,False,1.79222e+16,2025-07-06 04:05:18,👏👏👏🥰🥰,0,0,👏👏👏🥰🥰,positive,0.95
379,3.66983e+18,11289760,gospodindark,False,1.80519e+16,2025-07-06 04:00:34,Amazing news guys! We are waiting for games!,0,0,太棒了，各位！我们都在等着游戏开始呢！,positive,0.9
380,3.66983e+18,2008668292,kettylong_bags,False,1.8347e+16,2025-07-06 03:56:03,Alle gute für Fzd und fcs tt👏🔥🙌❤️,1,0,祝Fzd和fcs一切顺利👏🔥🙌❤️,positive,0.95
381,3.66983e+18,29878047100,miguel171184,False,1.79558e+16,2025-07-06 02:43:33,Willkommen,0,0,欢迎,positive,0.7
382,3.66983e+18,74062929301,wuzhendong47,False,1.81035e+16,2025-07-06 02:20:48,👏👏,1,0,👏👏,positive,0.9
383,3.66983e+18,57738949694,kakalajen27,False,1.80277e+16,2025-07-06 02:19:40,🥰🥰一起加油,1,0,🥰🥰一起加油,positive,0.95
384,3.66983e+18,1917106521,shuai.zeng,False,1.80792e+16,2025-07-06 01:23:27,东哥！！我要去见你！！,0,0,东哥！！我要去见你！！,positive,0.95
385,3.66983e+18,3270749233,waterfall_smile,False,1.80645e+16,2025-07-06 01:10:49,FZD❤️❤️❤️,0,0,法兹达❤️❤️❤️,positive,0.95
386,3.66983e+18,3460359995,savannah.cce,False,1.80794e+16,2025-07-06 00:59:42,😍😍,0,0,😍 😍,positive,0.99
387,3.66983e+18,45982600394,one1111_lulu,False,1.81492e+16,2025-07-06 00:43:04,哇哦👏,0,0,哇哦👏,positive,0.95
388,3.66983e+18,70689309796,yvonne_quu,False,1.85208e+16,2025-07-06 00:26:43,东哥一切顺利❤️,1,0,东哥一切顺利❤️,positive,0.95
389,3.66983e+18,73481647400,dong.fandong,False,1.80649e+16,2025-07-05 23:46:22,so cute🥰,0,0,好可爱🥰,positive,0.95
390,3.66983e+18,65408490907,graciedab,False,1.79147e+16,2025-07-05 23:38:43,东东，你是最棒的👍🏻,1,0,东东，你是最棒的👍🏻,positive,0.95
391,3.66983e+18,73267548852,zhangfei_66,False,1.78932e+16,2025-07-05 23:33:47,expect🥰🥰,0,0,期待🥰🥰,positive,0.95
392,3.66983e+18,70149205126,yurongrong01,False,1.83907e+16,2025-07-05 23:29:34,👏👏👏welcome,0,0,👏👏👏欢迎,positive,0.95
393,3.66983e+18,70149205126,yurongrong01,False,1.79013e+16,2025-07-05 23:28:07,😍😍😍😍,0,0,哇塞，太棒了！,positive,0.95
394,3.66983e+18,54490015820,an759451434,False,1.80675e+16,2025-07-05 23:24:42,有没有同款的儿童款,0,0,有没有同款的儿童款,neutral,0.5
395,3.66983e+18,73756678323,yvonne_yuu_,False,1.78818e+16,2025-07-05 23:22:34,🥰👏👏祝顺利,0,0,🥰👏👏祝顺利,positive,0.95
396,3.66983e+18,6407471871,_kk_kingwang_,False,1.79199e+16,2025-07-05 23:18:47,期待樊振东🥰🥰,0,0,期待樊振东🥰🥰,positive,0.95
397,3.66983e+18,6298563362,mengxiali0325,False,1.80807e+16,2025-07-05 23:14:36,👏👏👏👏,0,0,👏👏👏,positive,0.95
398,3.66983e+18,71715413999,fggyh676,False,1.7978e+16,2025-07-05 23:14:02,"Baby,very happy 🥰",0,0,宝贝，好开心呀 🥰,positive,0.95
399,3.66983e+18,2204420254,chu.fenghua,False,1.78608e+16,2025-07-05 23:10:19,太帅了东哥！期待德甲！,0,0,太帅了东哥！期待德甲！,positive,0.95
400,3.66983e+18,50676876259,shibing83,False,1.78424e+16,2025-07-05 22:59:08,Just became interested in cantenese… now deutch language..wish u best. Hope see you in LA,2,0,刚开始对粤语感兴趣……现在又对德语感兴趣了……祝你一切都好。希望在洛杉矶见到你。,positive,0.75
401,3.66983e+18,71637545977,xuelicao961,False,1.80739e+16,2025-07-05 22:43:47,Miss Z.D  very much! ! ! !,0,0,非常想念Z.D小姐！！！！,positive,0.95
402,3.66983e+18,71637545977,xuelicao961,False,1.80727e+16,2025-07-05 22:42:22,❤️❤️❤️😍😍😍😍,0,0,❤️❤️❤️😍😍😍😍,positive,0.99
403,3.66983e+18,69787882533,zuoxiaoai0804,False,1.805e+16,2025-07-05 22:40:19,期待最好的樊振东👏,0,0,期待最好的樊振东👏,positive,0.95
404,3.66983e+18,70127918628,binguonuo1,False,1.80518e+16,2025-07-05 22:34:25,期待樊振东🥰,0,0,期待樊振东🥰,positive,0.9
405,3.66983e+18,58766882540,zoey_vir11,False,1.78465e+16,2025-07-05 22:34:07,好有活力的咚咚！期待新赛季的表现！,0,0,好有活力的咚咚！期待新赛季的表现！,positive,0.9
406,3.66983e+18,65402538184,ningd_0603,False,1.80756e+16,2025-07-05 22:31:27,can’t wait😍,0,0,迫不及待了😍,positive,0.95
407,3.66983e+18,73058039415,cherish_d0122,False,1.81196e+16,2025-07-05 22:30:43,"wow, really really excited to watch fzd's new match 😍😍",0,0,哇，真的非常期待看FZD的新比赛了 😍😍,positive,0.95
408,3.66983e+18,70341750731,lave.nder0804,False,1.80835e+16,2025-07-05 22:29:18,服装太棒了！东东穿上非常好看非常可爱！🥰🥰,0,0,服装太棒了！东东穿上非常好看非常可爱！🥰🥰,positive,0.95
409,3.66983e+18,70341750731,lave.nder0804,False,1.80529e+16,2025-07-05 22:28:07,这件衣服真的很好看，真的很想自己也拥有一件呢！无比期待啊，下月开始东东在德国的比赛😍😍,0,0,这件衣服真的很好看，真的很想自己也拥有一件呢！无比期待啊，下月开始东东在德国的比赛😍😍,positive,0.92
410,3.66983e+18,70356266518,llsfzd240804,False,1.81851e+16,2025-07-05 22:20:29,😍😍😍❤️❤️❤️🥰🥰🥰,0,0,😍😍😍❤️❤️❤️🥰🥰🥰,positive,0.99
