Unnamed: 0,帖子id,评论用户id,评论用户名,评论者是否认证,评论id,评论时间,评论内容,评论点赞数,评论子回复数,评论翻译
771,3.68374E+18,57640873687,lalit_paul_08,FALSE,1.79635E+16,2025-07-28 18:45:26,😍,0,0,😍
772,3.68374E+18,70036239399,gynpaul72,FALSE,1.82905E+16,2025-07-28 17:01:52,🔥🔥🔥,0,0,🔥🔥🔥
773,3.68374E+18,69775091561,liuqing20131215,FALSE,1.81189E+16,2025-07-28 14:50:45,amazing，FZD😍,2,1,太棒了，FZD😍
774,3.68374E+18,69768851951,lindun18,FALSE,1.7878E+16,2025-07-28 14:08:44,FZD👏👏👏,1,0,FZD👏👏👏
775,3.68374E+18,25388128643,nger632019,FALSE,1.80162E+16,2025-07-28 12:51:07,Syper 🔥🔥🔥,0,0,Syper 🔥🔥🔥
776,3.68374E+18,74261820783,rakietosfera.pl,FALSE,1.79735E+16,2025-07-28 01:37:01,The best point is with Karlson 😄,1,1,最棒的是卡尔森😄
777,3.68374E+18,73402018942,withfanzhendong0920,FALSE,1.8527E+16,2025-07-27 22:46:59,👏👏👏,0,0,👏👏👏
778,3.68374E+18,6724968896,jujujuju1007,FALSE,1.80961E+16,2025-07-27 05:16:21,"Der König ist nach Saarbrücken😍😍😍 FZD, bis August!!!",3,1,国王来到萨尔布吕肯😍😍😍 FZD，直到八月！！！
779,3.68374E+18,6078972662,timur.khasanov.5365,FALSE,1.8165E+16,2025-07-27 04:03:35,🔥🔥🔥🔥🔥🔥🔥,0,0,🔥🔥🔥🔥🔥🔥🔥
780,3.68374E+18,76007475967,dongdongqiang762,FALSE,1.78778E+16,2025-07-27 01:16:52,👏👏👏,0,0,👏👏👏
781,3.68374E+18,49323702584,qiutian.xia,FALSE,1.78717E+16,2025-07-26 21:14:51,👏👏👏👏,1,0,👏👏👏👏
782,3.68374E+18,48492257913,sage1314_,FALSE,1.80728E+16,2025-07-26 16:15:39,😮😮😮,0,0,😮😮😮
783,3.68374E+18,37970163642,andresriam,FALSE,1.78634E+16,2025-07-26 09:38:26,"Great point! 🔥 The legend, Fan Zhendong 🏓",51,0,说得太对了！🔥 传奇人物，樊振东🏓
784,3.68374E+18,7693640276,prettychen1980,FALSE,1.79347E+16,2025-07-26 09:25:57,FZD😎👍,2,0,飞致动力😎👍
785,3.68374E+18,45306852,sonia_syd888,FALSE,1.80733E+16,2025-07-26 07:43:31,👏👏👏,1,0,👏👏👏
786,3.68374E+18,14702513205,halleson_gomes,FALSE,1.80424E+16,2025-07-26 07:32:24,Mesma jogada que fez contra Hugo calderano 😮,8,1,和对阵雨果·卡尔德拉诺时一样的招式😮
787,3.68374E+18,1789238426,cci.lee,FALSE,1.80647E+16,2025-07-26 02:53:43,FZD👏👏👏,4,0,FZD👏👏👏
788,3.68374E+18,46188636129,tush_ar_khurana,FALSE,1.80289E+16,2025-07-26 01:03:53,He is just too good after maa long,42,3,他已经厉害到爆炸了，真的。
789,3.68374E+18,47801706729,saidavzalkhan1,FALSE,1.80985E+16,2025-07-25 22:46:22,@222_akramov,0,0,@222_akramov
790,3.68374E+18,407474809,kenderrrz,FALSE,1.80605E+16,2025-07-25 19:26:31,👏👏,1,0,👏👏
791,3.68374E+18,70184496489,shangzhuwu0122,FALSE,1.808E+16,2025-07-25 17:30:00,FZD👏👏👏❤️❤️❤️❤️,3,0,FZD👏👏👏👏❤️❤️❤️❤️
792,3.68374E+18,45287055738,y.jun.w,FALSE,1.79767E+16,2025-07-25 15:37:00,Panda 🐼 on fire🔥,4,1,熊猫🐼着火了🔥
793,3.68374E+18,70187903098,scofieldcat,FALSE,1.79116E+16,2025-07-25 07:44:29,👏👏👏🔥🔥🔥,1,0,鼓掌鼓掌鼓掌，燃起来了🔥🔥🔥
794,3.68374E+18,43969535914,plattentanz,FALSE,1.786E+16,2025-07-25 07:15:10,"No one is hitting the bong,
like @fanzhendong9248 🔥🪩",1,0,没人像@樊振东9248一样打水烟斗了 🔥🪩
795,3.68374E+18,2008668292,kettylong_bags,FALSE,1.80809E+16,2025-07-25 06:13:28,Incredible 👏🔥🙌😍,6,1,太棒了👏🔥🙌😍
796,3.68374E+18,642045123,pa0paoo,FALSE,1.80374E+16,2025-07-25 06:04:07,😍😍😍😍😍😍,2,0,😍😍😍😍😍😍
797,3.68374E+18,69328591826,linjiuyi0214,FALSE,1.85141E+16,2025-07-25 05:52:33,这才是乒丝该看的比赛,5,0,这才是乒丝该看的比赛
798,3.68374E+18,66453940110,rueciii,FALSE,1.78757E+16,2025-07-25 05:06:12,👏👏👏,1,0,👏👏👏
799,3.68374E+18,3697384094,flowerbomb5643,FALSE,1.82297E+16,2025-07-25 02:20:31,😍😍😍,3,1,啊啊啊！
800,3.68374E+18,74210610087,dev_rathore__1,FALSE,1.81178E+16,2025-07-24 23:28:06,The D always strikes,7,0,D总是来袭。
801,3.69183E+18,62582196620,natureee0616,FALSE,1.80357E+16,2025-08-10 09:24:57,god🔥,0,0,天啊🔥
802,3.69183E+18,52100855736,tabletennis_rubber_blade,FALSE,1.80852E+16,2025-08-09 13:37:00,🙌🙌❤️❤️,0,0,🙌🙌❤️❤️
803,3.69183E+18,66347087233,lovekevin0122,FALSE,1.79598E+16,2025-08-08 12:03:47,The best partner,0,0,最好的伙伴
804,3.69183E+18,6363866604,maggie_y_em,FALSE,1.85167E+16,2025-08-07 17:38:12,All the best for the new season! Cannot wait to watch the games👏,0,0,祝新赛季一切顺利！迫不及待地想看比赛了👏
805,3.69183E+18,71597990813,sunyuhong284,FALSE,1.7907E+16,2025-08-07 10:08:31,神爱樊人纪念日,0,0,神爱樊人纪念日
806,3.69183E+18,70177097055,yuan.dong34,FALSE,1.80747E+16,2025-08-06 23:39:09,期待未来👏👏👏,0,0,期待未来👏👏👏
807,3.69183E+18,65981934655,tianxia999uk,FALSE,1.81263E+16,2025-08-06 22:38:49,👏👏👏,0,0,👏👏👏
808,3.69183E+18,70223486652,mac_xuanlan242845,FALSE,1.79851E+16,2025-08-06 21:21:59,"Can't wait for Fan Zhendong's game with Saarbrücken! Let's go, Dong Ge! 💪""",0,0,迫不及待想看樊振东在萨尔布吕肯的比赛了！加油，东哥！💪
809,3.69183E+18,1501783998,chenyan919,FALSE,1.80736E+16,2025-08-06 21:15:41,全世界最厉害最棒的樊振东，加油！,1,0,全世界最厉害最棒的樊振东，加油！
810,3.69183E+18,8973965699,ready_zly,FALSE,1.8078E+16,2025-08-06 19:44:24,👏👏👏,0,0,👏👏👏
811,3.69183E+18,65306847894,lueluedawang,FALSE,1.80906E+16,2025-08-06 00:12:54,樊振东加油加油！,0,0,樊振东加油加油！
812,3.69183E+18,11289760,gospodindark,FALSE,1.80195E+16,2025-08-05 18:29:06,Show us their backstage games,0,0,给我们看看他们的幕后游戏。
813,3.69183E+18,70324738954,janelynn1227,FALSE,1.79798E+16,2025-08-05 18:02:43,Fan zhendong ❤️❤️❤️,0,0,樊振东❤️❤️❤️
814,3.69183E+18,62897506414,yoyofantastic2205,FALSE,1.84688E+16,2025-08-05 17:51:34,🔥🔥🔥👏👏👏❤️❤️❤️,0,0,🔥🔥🔥👏👏👏❤️❤️❤️
815,3.69183E+18,70184496489,shangzhuwu0122,FALSE,1.79412E+16,2025-08-05 16:21:48,期待,0,0,期待
816,3.69183E+18,2075524410,orangecentury2005,FALSE,1.8526E+16,2025-08-05 13:43:54,To fight when hope is a dying ember — that’s  how legends are born. 🌟,0,0,当希望之火即将熄灭时奋战——这正是传奇诞生的方式。🌟
817,3.69183E+18,63227333766,scapegrace2017,FALSE,1.80704E+16,2025-08-05 13:13:29,👏👏👏,0,0,👏👏👏
818,3.69183E+18,76083235930,aiiir_o,FALSE,1.80557E+16,2025-08-05 12:32:06,look forward to watching excellent from Fan Zhendong and Truls！,1,0,期待樊振东和特鲁尔斯奉献精彩比赛！
819,3.69183E+18,74961467438,helennong561,FALSE,1.83243E+16,2025-08-05 12:03:46,😍,0,0,😍
820,3.69183E+18,76361221563,fandong495,FALSE,1.83648E+16,2025-08-05 10:44:44,❤️❤️🙌🙌,0,0,❤️❤️🙌🙌
821,3.69183E+18,69768851951,lindun18,FALSE,1.78724E+16,2025-08-05 09:02:11,王炸组合🔥🔥,0,0,王炸组合🔥🔥
822,3.69183E+18,69769484573,minmin92002,FALSE,1.83636E+16,2025-08-05 08:26:59,👏👏❤️,0,0,👏👏❤️
823,3.69183E+18,545638096,siemazc,FALSE,1.80533E+16,2025-08-05 08:16:12,👏fan❤️,0,0,赞！粉丝❤️
824,3.69183E+18,73058039415,cherish_d0122,FALSE,1.80716E+16,2025-08-05 06:39:52,❤️❤️❤️,0,0,❤️❤️❤️
825,3.69183E+18,4032777358,vvilllkook,FALSE,1.81015E+16,2025-08-05 02:37:34,Wow😍😍😍👏👏,1,0,哇😍😍😍👏👏
826,3.69183E+18,6215402725,fsy0303,FALSE,1.83005E+16,2025-08-05 01:52:15,"Wollt ihr vielleicht auch für Lebrun werben, dann wär's echt lustig.",0,0,你们要不要也为勒布朗做宣传，那才真的好玩。
827,3.69183E+18,13301556503,tt_baerti,FALSE,1.81016E+16,2025-08-04 23:58:17,Sensationeller Ball von Truls 😍,2,0,特鲁尔斯送出了精彩绝伦的球！😍
828,3.69183E+18,1541593394,kingfung0701,FALSE,1.79582E+16,2025-08-04 23:46:08,👏👏,0,0,👏👏
829,3.69183E+18,70218113800,melodyfukuyama,FALSE,1.79734E+16,2025-08-04 23:42:14,Can’t wait!,0,0,迫不及待了！
830,3.69183E+18,1289978526,sonyxxu_,FALSE,1.8094E+16,2025-08-04 23:35:23,🥳🥳🥳,0,0,🎉🎉🎉
831,3.69183E+18,69969493608,eeemin11,FALSE,1.78971E+16,2025-08-04 23:33:53,🏅🥈,0,0,金牌🥈银牌
832,3.69183E+18,407474809,kenderrrz,FALSE,1.82819E+16,2025-08-04 23:26:01,👏👏👏,0,0,👏👏👏
833,3.69183E+18,68514104083,n5678evaeh,FALSE,1.79125E+16,2025-08-04 23:23:01,神爱樊人❤️❤️樊振东健健康康比赛👏,9,0,神爱樊人❤️❤️樊振东健健康康比赛👏
834,3.69317E+18,40024066704,macallan1996,FALSE,1.80712E+16,2025-08-18 23:40:38,樊振东👏👏🙌,0,0,樊振东👏👏🙌
835,3.69317E+18,76414278919,huihuichu3,FALSE,1.82796E+16,2025-08-18 11:48:17,Fan Zhendong👏,0,0,樊振东👏
836,3.69317E+18,3865857180,lw_wendy11,FALSE,1.81539E+16,2025-08-18 02:07:00,Good Luck to Fan❤️,0,0,祝凡凡好运❤️
837,3.69317E+18,76321599007,imsherlock__zhou,FALSE,1.78781E+16,2025-08-15 21:47:01,樊振东德甲顺利👏👏👏😍😍,0,0,樊振东德甲顺利👏👏👏😍😍
838,3.69317E+18,284545126,kwoniio,FALSE,1.80685E+16,2025-08-15 11:39:32,FZD🔥🔥🔥🔥🔥😍,0,0,法兹德🔥🔥🔥🔥🔥😍
839,3.69317E+18,75094364797,brightfeatherclearsky,FALSE,1.80889E+16,2025-08-15 09:39:03,Fan Zhendong!!!!!!!!!!,1,0,樊振东！！！！！！
840,3.69317E+18,36778000271,yifanfan_nat,FALSE,1.78752E+16,2025-08-14 16:19:26,CAN'T WAIT FOR FZD'S DEBUT!!!!!!!,0,0,迫不及待想等FZD出道了！！！！
841,3.69317E+18,4837657327,jasminebriz,FALSE,1.81012E+16,2025-08-14 10:06:24,Look forward to seeing FZD,1,0,期待见到FZD。
842,3.69317E+18,69780922839,joycenan9,FALSE,1.79327E+16,2025-08-12 23:10:42,好可惜，我买不到｡°(°¯᷄◠¯᷅°)°｡,0,0,好可惜，我买不到｡°(°¯᷄◠¯᷅°)°｡
843,3.69317E+18,70122471652,huang.yingh,FALSE,1.7845E+16,2025-08-11 00:52:45,樊振东德甲顺利❤️,0,0,樊振东德甲顺利❤️
844,3.69317E+18,70356266518,llsfzd240804,FALSE,1.80665E+16,2025-08-10 12:47:59,😍😍😍,0,0,哇哇哇！
845,3.69317E+18,70149028080,lemon19900111,FALSE,1.8075E+16,2025-08-10 11:03:27,好多人喜欢球衣，可以在中国售卖不，不然订购方式好麻烦啊,0,0,好多人喜欢球衣，可以在中国售卖不，不然订购方式好麻烦啊
846,3.69317E+18,49289425835,_3ovo3_,FALSE,1.80804E+16,2025-08-10 08:56:47,😢为什么购买方式这么的繁琐啊😢考虑一下在中国找个厂子授权生产，然后在网上卖吧！预售也愿意等啊只要能买到😢😢,0,0,😢为什么购买方式这么的繁琐啊😢考虑一下在中国找个厂子授权生产，然后在网上卖吧！预售也愿意等啊只要能买到😢😢
847,3.69317E+18,69773547572,youzicha061,FALSE,1.81894E+16,2025-08-08 23:19:29,期待樊振东,0,0,期待樊振东
848,3.69317E+18,66538770571,pochacco_0526,FALSE,1.80839E+16,2025-08-08 21:16:18,太期待樊振东亮相德甲联赛？😍😍🙌,0,0,太期待樊振东亮相德甲联赛？😍😍🙌
849,3.69317E+18,294656778,sean.sheeeeen,FALSE,1.85215E+16,2025-08-08 13:08:40,FAN😍GO GO👏,0,0,粉丝们，冲啊！👏
850,3.69317E+18,64573317784,still_stars2,FALSE,1.79579E+16,2025-08-08 08:17:43,Looking forward to FZD🔥,0,0,期待FZD 🔥
851,3.69317E+18,45181828605,zhan_xinxin,FALSE,1.79118E+16,2025-08-08 08:14:17,樊振东🙌🙌🙌❤️,2,0,樊振东🙌🙌🙌❤️
852,3.69317E+18,7693640276,prettychen1980,FALSE,1.80875E+16,2025-08-07 20:08:06,😎👍,0,0,酷！赞！
853,3.69317E+18,704523540,lilingxi333,FALSE,1.80745E+16,2025-08-07 19:43:26,fzd❤️❤️❤️❤️👏👏👏👏,0,0,fzd❤️❤️❤️❤️👏👏👏👏
854,3.69317E+18,431128678,flora_hzq,FALSE,1.80472E+16,2025-08-07 19:38:54,好好看的蓝色,0,0,好好看的蓝色
855,3.69317E+18,17193694900,jshj25,FALSE,1.79576E+16,2025-08-07 18:48:08,i am looking forward to see  the match😍,0,0,我非常期待这场比赛😍
856,3.69317E+18,72135318744,allencherrylarson,FALSE,1.79054E+16,2025-08-07 17:25:08,Looking forward to Fan Zhendong's debut,0,0,期待樊振东的出场。
857,3.69317E+18,70157056426,jick_mike,FALSE,1.80375E+16,2025-08-07 16:48:45,樊振东加油,0,0,樊振东加油
858,3.69317E+18,1541593394,kingfung0701,FALSE,1.80012E+16,2025-08-07 13:48:16,👏👏🔥🔥,0,0,掌声雷动，火热赞赏！
859,3.69317E+18,69787124644,zy19414584592024,FALSE,1.79199E+16,2025-08-07 12:33:38,期待樊振东 也希望你们可以考虑开通中国售卖渠道,0,0,期待樊振东 也希望你们可以考虑开通中国售卖渠道
860,3.69317E+18,74961467438,helennong561,FALSE,1.79865E+16,2025-08-07 10:50:19,加油啊，樊振东！还有，请问球衣能否在中国买到？,0,0,加油啊，樊振东！还有，请问球衣能否在中国买到？
861,3.69317E+18,2075524410,orangecentury2005,FALSE,1.85205E+16,2025-08-07 10:29:00,To fight when hope is a dying ember — that’s  how legends are born.@Fanzhendong9248 🌟☀️,0,0,当希望之火即将熄灭时奋战——这才成就传奇。@樊振东9248 🌟☀️
862,3.69317E+18,71597990813,sunyuhong284,FALSE,1.80332E+16,2025-08-07 10:03:51,👏👏👏,0,0,👏👏👏
863,3.69317E+18,64449764992,zajdmsf,FALSE,1.80597E+16,2025-08-07 07:07:49,中国区设个代理啊！我们国内没有账户不能直接购买啊,0,0,中国区设个代理啊！我们国内没有账户不能直接购买啊
864,3.69317E+18,45306852,sonia_syd888,FALSE,1.8019E+16,2025-08-07 05:36:19,How exciting!,0,0,太棒了！
865,3.69317E+18,3270749233,waterfall_smile,FALSE,1.78727E+16,2025-08-07 00:59:23,FZD❤️❤️❤️🔥🔥🔥,0,0,FZD❤️❤️❤️🔥🔥🔥
866,3.69317E+18,69978562205,yaoy.ao798,FALSE,1.78761E+16,2025-08-06 23:01:28,👏👏👏,0,0,👏👏👏
867,3.69317E+18,73982730175,wangwang5791,FALSE,1.80828E+16,2025-08-06 22:51:38,Fan zhendong👏👏❤️❤️❤️❤️❤️,0,0,樊振东👏👏❤️❤️❤️❤️❤️
868,3.69317E+18,6795893093,skmars77,FALSE,1.80588E+16,2025-08-06 22:50:56,Please help Chinese fans buy Fan Zhendong’s jersey🙏,0,0,请帮忙中国粉丝购买范振东的球衣🙏
869,3.69317E+18,1789238426,cci.lee,FALSE,1.8054E+16,2025-08-06 22:48:41,FZD🔥🔥🔥,0,0,FZD🔥🔥🔥
870,3.69317E+18,6589334315,summerfall0715,FALSE,1.80624E+16,2025-08-06 22:44:45,Can’t wait to see fzd 👏,0,0,迫不及待想看FZD了👏
871,3.69317E+18,41373295999,mayday_eva,FALSE,1.80496E+16,2025-08-06 22:29:31,👏👏👏,0,0,👏👏👏
872,3.69317E+18,72443692313,smthabt0804,FALSE,1.80609E+16,2025-08-06 22:22:58,😍fzd！,0,0,😍疯子！
873,3.69317E+18,57196827014,junnyanng_,FALSE,1.80879E+16,2025-08-06 22:13:02,樊振东德甲顺利🎊,0,0,樊振东德甲顺利🎊
874,3.69317E+18,76396221552,nengyuanzhang0,FALSE,1.80668E+16,2025-08-06 22:11:35,waitting fanzhendong👏👏,0,0,等待樊振东👏👏
875,3.69317E+18,70184496489,shangzhuwu0122,FALSE,1.81073E+16,2025-08-06 22:09:51,中国区也渴望樊振东同款球衣,0,0,中国区也渴望樊振东同款球衣
876,3.69317E+18,68449570373,zly5552022,FALSE,1.80328E+16,2025-08-06 22:08:37,"Fan zhendong, you're so cute😢😢❤️❤️❤️❤️🔥🔥🔥🔥🔥😍😍😍",1,0,樊振东，你真可爱😢😢❤️❤️❤️❤️🔥🔥🔥🔥🔥😍😍😍
877,3.69317E+18,69823170101,zhanghuating1213,FALSE,1.80733E+16,2025-08-06 22:06:10,😍😍😍😍fzd,0,0,😍🥰🥰🥰 疯了！
878,3.69317E+18,75889705900,luanliuyi11,FALSE,1.78433E+16,2025-08-06 22:02:24,樊振东德甲顺利❤️❤️,0,0,樊振东德甲顺利❤️❤️
879,3.69317E+18,70185488210,sophiew7870,FALSE,1.80577E+16,2025-08-06 21:57:45,買買買😍,1,0,買買買😍
880,3.69317E+18,70566912279,ruiiozi_3273,FALSE,1.80245E+16,2025-08-06 21:21:22,请开通中国大陆购买渠道吧🔥🔥,0,0,请开通中国大陆购买渠道吧🔥🔥
881,3.69317E+18,49289425835,_3ovo3_,FALSE,1.8016E+16,2025-08-06 21:17:56,能不能给个渠道直接在中国买到啊？？？？？？？啊啊啊啊啊,0,0,能不能给个渠道直接在中国买到啊？？？？？？？啊啊啊啊啊
882,3.69317E+18,70223486652,mac_xuanlan242845,FALSE,1.80645E+16,2025-08-06 21:17:33,Chinese fans are also eager to buy Fan Zhendong's jersey. 🌞,0,0,中国球迷也很渴望购买樊振东的球衣。🌞
883,3.69317E+18,71254962247,fcc923,FALSE,1.79589E+16,2025-08-06 21:17:22,請讓我們在台灣也買的到吧！,0,0,請讓我們在台灣也買的到吧！
884,3.69317E+18,1416178628,momicky0610,FALSE,1.82803E+16,2025-08-06 21:09:50,我也想要樊振东球衣😢,0,0,我也想要樊振东球衣😢
885,3.69317E+18,72043130393,autumnlavishli,FALSE,1.78635E+16,2025-08-06 21:06:08,樊振东 德甲顺利🙌,0,0,樊振东 德甲顺利🙌
886,3.69317E+18,70187903098,scofieldcat,FALSE,1.8035E+16,2025-08-06 21:04:15,Looking forward to FZD！🔥How can I buy in Shanghai？,0,0,期待FZD！🔥 在上海怎么购买？
887,3.69317E+18,1255151841,xixi0823,FALSE,1.81029E+16,2025-08-06 20:55:59,Can it sell merchandise temporarily in Bremen? We'll be attending the away game on October 5th! We really want to get a Fan Zhendong jersey.,3,0,能在不莱梅临时售卖周边商品吗？我们10月5日会去客场比赛！我们真的很想买一件樊振东的球衣。
888,3.69317E+18,75542764835,guguda0211,FALSE,1.80764E+16,2025-08-06 20:53:24,德甲顺利🔥🔥,0,0,德甲顺利🔥🔥
889,3.69317E+18,76361221563,fandong495,FALSE,1.79659E+16,2025-08-06 20:52:55,樊振东德甲顺利👏👏👏,4,0,樊振东德甲顺利👏👏👏
890,3.69317E+18,54506770708,beautystyleelement,FALSE,1.79183E+16,2025-08-06 20:45:59,東哥就是愛藍色,0,0,東哥就是愛藍色
891,3.69317E+18,50305579125,bellaleung2021,FALSE,1.79745E+16,2025-08-06 20:44:24,Fan zhendong❤️,0,0,樊振东❤️
892,3.69317E+18,50677867399,h1nmay,FALSE,1.82887E+16,2025-08-06 20:38:55,好型啊樊振东！！！能不能让我们在中国也买得到球衣啊？,10,1,好型啊樊振东！！！能不能让我们在中国也买得到球衣啊？
893,3.69317E+18,67607523517,fanzhendong0122,FALSE,1.79675E+16,2025-08-06 20:36:51,樊振东一切顺利,0,0,樊振东一切顺利
894,3.69317E+18,2213582786,frasch1303,FALSE,1.80358E+16,2025-08-06 20:34:34,In 2 Stunden sind sie sicher ausverkauft 😂,0,0,两小时内肯定售罄😂
895,3.69317E+18,62984811513,enshun1998,FALSE,1.80557E+16,2025-08-06 20:28:46,祝愿樊振东在新俱乐部和新队友取得更多胜利🏆！加油✊✊,4,0,祝愿樊振东在新俱乐部和新队友取得更多胜利🏆！加油✊✊
896,3.69317E+18,70327275029,panger_dongdong,FALSE,1.8006E+16,2025-08-06 20:26:57,加油东哥👏👏👏,0,0,加油东哥👏👏👏
897,3.69317E+18,76389840407,fanaichiguanbing122,FALSE,1.80509E+16,2025-08-06 20:26:16,樊振东德甲顺利❤️,12,0,樊振东德甲顺利❤️
898,3.69317E+18,1489024844,jadeprincess6888,FALSE,1.78893E+16,2025-08-06 20:17:16,Looking forward to....🔥🔥🔥👏👏👏🤩🤩🤩,0,0,期待着....🔥🔥🔥👏👏👏🤩🤩🤩
899,3.69317E+18,70127918628,binguonuo1,FALSE,1.79576E+16,2025-08-06 20:14:29,樊振东德甲顺利❤️,0,0,樊振东德甲顺利❤️
900,3.69317E+18,59095095963,imm_ranranz,FALSE,1.80831E+16,2025-08-06 20:00:32,Wow🔥🔥🔥🔥Fan Zhendong's arm muscles.👏👏👏👏👏Looking forward to his game in Germany.,4,0,哇🔥🔥🔥🔥樊振东的手臂肌肉。👏👏👏👏期待他在德国的比赛。
901,3.69317E+18,49165444870,yuan_nynj,FALSE,1.80443E+16,2025-08-06 19:57:25,Fan Zhendong in his favorite Blue😍 Can’t wait for the Game!!!,4,0,樊振东穿着他最爱的蓝色😍 已经迫不及待想看比赛啦！！！
902,3.69317E+18,61364672254,merci_paris24,FALSE,1.80403E+16,2025-08-06 19:52:27,期待樊振东德甲之旅😍,0,0,期待樊振东德甲之旅😍
903,3.69317E+18,33456437112,jiangyin_clyy,FALSE,1.80204E+16,2025-08-06 19:51:16,樊振东好可爱呀,0,0,樊振东好可爱呀
904,3.69317E+18,62708700940,mailnbeer_daytoy,FALSE,1.80992E+16,2025-08-06 19:50:14,Fan Zhendong💙💙💙,0,0,樊振东💙💙💙
905,3.69317E+18,70326642975,wyuu93,FALSE,1.78533E+16,2025-08-06 19:44:57,👏👏,0,0,👏👏
906,3.69317E+18,76083235930,aiiir_o,FALSE,1.80167E+16,2025-08-06 19:44:11,FanZhengdong德甲顺利！,0,0,FanZhengdong德甲顺利！
907,3.69317E+18,70334113979,liukaran0804,FALSE,1.79516E+16,2025-08-06 19:42:44,👏👏👏🔥🔥🔥,0,0,👏👏👏🔥🔥🔥
908,3.69317E+18,55809923195,haiyunduoduo,FALSE,1.79303E+16,2025-08-06 19:41:12,❤️❤️👏👏👏,0,0,❤️❤️👏👏👏
909,3.69317E+18,73896314541,c_c9248,FALSE,1.78467E+16,2025-08-06 19:40:34,👏👏👏请让我们在中国也能买到吧😍,2,0,👏👏👏请让我们在中国也能买到吧😍
910,3.69317E+18,1244316783,ylainesummer,FALSE,1.78696E+16,2025-08-06 19:40:26,soooooooo cute fanzhendong😢😢😢😢😍😍😍😍😍🔥🔥🔥🔥🔥,3,0,啊啊啊啊啊，樊振东好可爱😢😢😢😢😍😍😍😍😍🔥🔥🔥🔥🔥
911,3.69317E+18,70336007290,xinyubo110,FALSE,1.80685E+16,2025-08-06 19:38:13,👏👏,0,0,👏👏
912,3.69317E+18,62897506414,yoyofantastic2205,FALSE,1.78672E+16,2025-08-06 19:38:02,❤️❤️❤️👏👏👏,0,0,❤️❤️❤️👏👏👏
913,3.69317E+18,70138037197,leixinxin57,FALSE,1.81416E+16,2025-08-06 19:37:11,开通淘宝吧，中国球迷也很想拥有球衣和周边🙌🙌,4,0,开通淘宝吧，中国球迷也很想拥有球衣和周边🙌🙌
914,3.69317E+18,522715669,wujieying0622,FALSE,1.80715E+16,2025-08-06 19:35:10,👏👏👏❤️❤️❤️,0,0,👏👏👏❤️❤️❤️
915,3.69317E+18,72039960822,mahowil417,FALSE,1.79871E+16,2025-08-06 19:34:28,👏👏,0,0,👏👏
916,3.699E+18,73058039415,cherish_d0122,FALSE,1.80679E+16,2025-08-27 01:56:14,FZD😍😍,0,0,FZD 😍😍
917,3.699E+18,49025589661,fafadaqitong2,FALSE,1.807E+16,2025-08-27 01:46:25,fzd🔥,0,0,封镇达🔥
918,3.699E+18,70138037197,leixinxin57,FALSE,1.80868E+16,2025-08-22 10:13:21,我真的求你了，开通中国线上购物吧,1,0,我真的求你了，开通中国线上购物吧
919,3.699E+18,1242126430,coulson97,FALSE,1.81543E+16,2025-08-17 21:17:34,🔥🔥🔥🔥🔥🔥,0,0,🔥🔥🔥🔥🔥🔥
920,3.699E+18,76009904974,ximen_g520,FALSE,1.85351E+16,2025-08-17 12:42:04,期待,0,0,期待
921,3.699E+18,1489024844,jadeprincess6888,FALSE,1.83669E+16,2025-08-16 22:55:33,looking forward to your interview😉😉😉,0,0,期待你的面试呀 😉😉😉
922,3.699E+18,1541593394,kingfung0701,FALSE,1.78544E+16,2025-08-16 17:52:34,👏👏,0,0,👏👏
923,3.699E+18,32222106664,2020kathrin,FALSE,1.80349E+16,2025-08-16 15:40:38,Vorfreude!!!!,0,0,好期待啊!!!!
924,3.699E+18,52093297660,c_csi2,FALSE,1.78735E+16,2025-08-15 18:20:40,樊振东！,0,0,樊振东！
925,3.699E+18,71597990813,sunyuhong284,FALSE,1.78464E+16,2025-08-15 16:55:51,东哥好帅！！！樊振东,0,0,东哥好帅！！！樊振东
926,3.699E+18,74961467438,helennong561,FALSE,1.82044E+16,2025-08-15 16:13:52,樊振东！,3,0,樊振东！
927,3.699E+18,284545126,kwoniio,FALSE,1.83977E+16,2025-08-15 11:40:52,FZD😍😍,0,0,FZD😍😍
928,3.699E+18,70162131499,zilinnbrook1921,FALSE,1.80769E+16,2025-08-15 10:29:48,Wish Fan Zhendong all the best in Germany.❤️,4,0,祝范振东在德国一切顺利。❤️
929,3.699E+18,54783138347,brandon.yufeng.zhao,FALSE,1.83529E+16,2025-08-15 10:22:36,樊振东！,0,0,樊振东！
930,3.699E+18,19543807271,kakaccoofan,FALSE,1.80908E+16,2025-08-14 23:55:53,期待樊振东！,0,0,期待樊振东！
931,3.699E+18,642045123,pa0paoo,FALSE,1.80894E+16,2025-08-14 22:27:53,I wanna learn all the names of the players ~ so I can cheer for them too~ 👏,1,0,我想学全所有选手们的名字～ 这样我也可以为他们加油啦～👏
932,3.699E+18,45306852,sonia_syd888,FALSE,1.80997E+16,2025-08-14 22:07:36,👏👏👏 The Legendary Fan.ZD.,1,0,👏👏👏 传奇粉丝.ZD。
933,3.699E+18,63845387131,inne_kids,FALSE,1.80732E+16,2025-08-14 21:21:22,Wir freuen uns 🧡,1,0,我们很高兴🧡
934,3.699E+18,32236687447,tattooou,FALSE,1.80394E+16,2025-08-14 21:13:25,Fan❤️,0,0,粉丝❤️
